comid,tocomid,water,snow,developed_op,developed_lw,developed_md,developed_hg,barren,forest_dcd,forest_evg,forest_mxd,shrub,grass,pasture,crops,wetland_wood,wetland_herb,basin,forest_scp,grass_scp,shrub_scp,water_scp,human_scp,barren_scp,ht,hmax,hrel,simpson_d
23763667,23763665,0,0,0.01,0.02,0,0,0,0,83.58,0.07,16.31,0,0,0,0,0,willamette,83.65,0,16.31,0,0.03,0,0.645579739,2.584962501,0.249744334,0.27366605
23763669,23763667,0,0,0.01,0.03,0,0,0,0,84.97,0.05,14.94,0,0,0,0,0,willamette,85.02,0,14.94,0,0.04,0,0.613335414,2.584962501,0.237270527,0.25483944
23763671,23763669,0,0,0.01,0.03,0,0.01,0,0,84.38,0.05,15.52,0,0,0,0,0,willamette,84.43,0,15.52,0,0.05,0,0.628784121,2.584962501,0.243246903,0.26307022
23763673,23763671,0,0,0,0,0,0,0,0,84.28,0.05,15.66,0,0,0,0,0,willamette,84.33,0,15.66,0,0,0,0.626151314,2.584962501,0.242228394,0.26432155
23763675,23763673,0,0,0,0,0,0,0,0,87.94,0.09,11.96,0,0,0,0,0,willamette,88.03,0,11.96,0,0,0,0.52824443,2.584962501,0.204352841,0.21076775
23763677,23763661,0,0,0,0,0,0,0.39,0,75.7,0,20.82,3.1,0,0,0,0,willamette,75.7,3.1,20.82,0,0,0.39,0.962009913,2.584962501,0.372156236,0.38262755
23763679,23763677,0,0,0,0,0,0,0.14,0,82.23,0,14.65,2.98,0,0,0,0,willamette,82.23,2.98,14.65,0,0,0.14,0.80237571,2.584962501,0.310401296,0.30147046
23763681,23763679,0,0,0,0,0,0,0,0,90.47,0,8.76,0.77,0,0,0,0,willamette,90.47,0.77,8.76,0,0,0,0.492512245,2.584962501,0.190529744,0.17378486
23763683,23763521,0.11,0,3.85,4.99,2.77,1.24,0.08,0.55,12.29,0.72,2.48,4.07,54.48,10.04,2.21,0.12,willamette,13.56,4.07,2.48,2.44,77.37,0.08,1.136462462,2.584962501,0.439643694,0.38013342
23763685,23763683,0.14,0,3.62,3.45,1.71,0.31,0.09,0.74,16.58,0.96,3.34,5.16,55.33,6.55,1.92,0.11,willamette,18.28,5.16,3.34,2.17,70.97,0.09,1.312762951,2.584962501,0.507846033,0.45866025
23763687,23763685,0.15,0,3.3,2.93,1.14,0.15,0.1,0.81,18.03,1.04,3.63,5.21,55.46,6.61,1.37,0.07,willamette,19.88,5.21,3.63,1.59,69.59,0.1,1.3280152,2.584962501,0.513746408,0.47191584
23763689,23763687,0.05,0,3.25,2.87,1.14,0.16,0.09,0.81,18.11,1.05,3.65,5.24,55.57,6.6,1.36,0.06,willamette,19.97,5.24,3.65,1.47,69.59,0.09,1.323970059,2.584962501,0.512181534,0.47154819
23763691,23763689,0.05,0,3.25,2.84,1.13,0.16,0.09,0.81,18.13,1.05,3.65,5.25,55.62,6.56,1.36,0.06,willamette,19.99,5.25,3.65,1.47,69.56,0.09,1.324702943,2.584962501,0.512465052,0.47187523
23763693,23763691,0.03,0,3.23,2.83,1.12,0.16,0.09,0.81,18.16,1.05,3.66,5.25,55.62,6.56,1.36,0.06,willamette,20.02,5.25,3.66,1.45,69.52,0.09,1.32471254,2.584962501,0.512468765,0.47231005
23763695,23763693,0.03,0,3.23,2.83,1.12,0.16,0.09,0.81,18.17,1.05,3.66,5.25,55.62,6.56,1.36,0.06,willamette,20.03,5.25,3.66,1.45,69.52,0.09,1.324812074,2.584962501,0.51250727,0.47227
23763697,23763695,0.01,0,3.23,2.84,1.12,0.16,0.09,0.82,18.19,1.05,3.66,5.26,55.6,6.57,1.36,0.06,willamette,20.06,5.26,3.66,1.43,69.52,0.09,1.324444276,2.584962501,0.512364986,0.47214498
23763699,23763697,0.01,0,3.29,2.65,1.11,0.11,0.12,1.1,24.66,1.43,4.91,7.07,46.11,6.81,0.58,0.06,willamette,27.19,7.07,4.91,0.65,60.08,0.12,1.495050503,2.584962501,0.578364484,0.55765676
23763701,23763699,0.01,0,3.49,2.82,1.12,0.12,0.13,1.22,27.34,1.57,5.44,7.83,42.11,6.33,0.46,0.03,willamette,30.13,7.83,5.44,0.5,55.99,0.13,1.55686327,2.584962501,0.602276927,0.58661336
23763703,23763701,0.01,0,3.56,2.82,0.93,0.06,0.15,1.37,30.82,1.77,6.14,8.78,38.23,4.96,0.39,0,willamette,33.96,8.78,6.14,0.4,50.56,0.15,1.627875539,2.584962501,0.629748222,0.61754343
23763705,23763703,0.01,0,3.61,3.07,1.03,0.07,0.16,1.43,31.8,1.8,6.72,9.31,36.8,3.96,0.23,0,willamette,35.03,9.31,6.72,0.24,48.54,0.16,1.652666739,2.584962501,0.639338767,0.62848498
23763707,23763705,0.01,0,3.69,3.16,1.09,0.08,0.18,1.17,33.24,1.78,7.16,10.08,33.98,4.21,0.19,0,willamette,36.19,10.08,7.16,0.2,46.21,0.18,1.685664366,2.584962501,0.652103992,0.64019754
23763709,23763707,0.02,0,3.68,3.31,1.21,0.06,0.2,1.21,37.01,1.91,7.88,11.16,27.97,4.16,0.23,0,willamette,40.13,11.16,7.88,0.25,40.39,0.2,1.738306573,2.584962501,0.672468778,0.65714885
23763711,23763709,0.02,0,3.29,2.16,0.28,0.05,0.22,1.31,40.04,2.08,8.58,12.07,26.09,3.59,0.23,0,willamette,43.43,12.07,8.58,0.25,35.46,0.22,1.766127429,2.584962501,0.683231354,0.66370113
23763713,23763711,0,0,1.79,0.05,0,0,0.8,1.83,57.51,4.16,17.57,16.31,0,0,0,0,willamette,63.5,16.31,17.57,0,1.84,0.8,1.445316195,2.584962501,0.559124627,0.53890034
23763715,23763713,0,0,0.56,0,0,0,1.34,1.69,59.38,6.15,19.44,11.44,0,0,0,0,willamette,67.22,11.44,19.44,0,0.56,1.34,1.327628346,2.584962501,0.513596753,0.49705752
23763717,23763715,0,0,0,0,0,0,2.73,2.69,64.75,4.96,18.27,6.6,0,0,0,0,willamette,72.4,6.6,18.27,0,0,2.73,1.186036311,2.584962501,0.458821476,0.43734342
23763719,23762841,1.33,0,3.58,8.03,5.51,3.32,0.05,0,0,0,0.12,1.07,66.69,9.11,0.83,0.36,willamette,0,1.07,0.12,2.52,96.24,0.05,0.274206409,2.584962501,0.106077519,0.07303502
23763721,23763719,1.31,0,3.55,8.03,5.52,3.32,0.05,0,0,0,0.12,1.07,66.73,9.11,0.84,0.36,willamette,0,1.07,0.12,2.51,96.26,0.05,0.273658749,2.584962501,0.105865655,0.07265505
23763723,23763721,1.25,0,3.35,7.64,5.1,3.12,0.05,0,0,0,0.12,1.09,67.85,9.26,0.81,0.35,willamette,0,1.09,0.12,2.41,96.32,0.05,0.269707083,2.584962501,0.104336942,0.07154445
23763725,23763723,1.21,0,3.33,7.18,4.55,2.75,0.05,0,0,0,0.12,1.11,69.09,9.43,0.83,0.36,willamette,0,1.11,0.12,2.4,96.33,0.05,0.270421964,2.584962501,0.104613496,0.07135221
23763727,23763725,1.21,0,3.33,7.12,4.44,2.67,0.05,0,0,0,0.12,1.11,69.3,9.46,0.83,0.36,willamette,0,1.11,0.12,2.4,96.32,0.05,0.270443597,2.584962501,0.104621865,0.07154486
23763729,23763727,1.19,0,3.32,6.88,4.13,2.45,0.05,0,0,0,0.12,1.12,70,9.56,0.84,0.36,willamette,0,1.12,0.12,2.39,96.34,0.05,0.270510611,2.584962501,0.104647789,0.0711621
23763731,23763729,1.18,0,3.32,6.83,4.12,2.45,0.04,0,0,0,0.12,1.12,70.05,9.56,0.84,0.36,willamette,0,1.12,0.12,2.38,96.33,0.04,0.268935135,2.584962501,0.104038312,0.07135963
23763733,23763731,1.23,0,3.31,6.2,2.9,1.9,0.04,0,0,0,0.13,1.14,72.2,9.64,0.92,0.4,willamette,0,1.14,0.13,2.55,96.15,0.04,0.280120982,2.584962501,0.108365588,0.07473569
23763735,23763733,1.28,0,2.54,4.88,1.39,0.68,0.04,0,0,0,0.12,1.12,76.34,10.25,0.94,0.42,willamette,0,1.12,0.12,2.64,96.08,0.04,0.28259241,2.584962501,0.109321667,0.07603936
23763737,23763735,1.25,0,2.42,4.79,0.86,0.47,0.05,0,0,0,0.13,1.14,77.12,10.4,0.95,0.43,willamette,0,1.14,0.13,2.63,96.06,0.05,0.285397715,2.584962501,0.110406907,0.07642405
23763739,23763737,2.29,0,2.4,3.68,0.61,0.25,0.08,0,0,0,0,1.18,77.08,11.48,0.78,0.17,willamette,0,1.18,0,3.24,95.5,0.08,0.307558859,2.584962501,0.118980008,0.08678536
23763741,23763739,0.23,0,2.36,3.03,0.48,0.33,0,0,0,0,0,0,83,9.67,0.9,0,willamette,0,0,0,1.13,98.87,0,0.089293124,2.584962501,0.034543296,0.02234462
23763743,23763741,0.26,0,2.54,3.24,0.45,0.32,0,0,0,0,0,0,85.52,6.66,1.01,0,willamette,0,0,0,1.27,98.73,0,0.098203037,2.584962501,0.037990121,0.02507742
23763745,23763743,0,0,3.38,5.5,0.58,0.05,0,0,0,0,0,0,79.97,9.07,1.45,0,willamette,0,0,0,1.45,98.55,0,0.109329824,2.584962501,0.042294549,0.0285795
23763747,23763745,0,0,3.36,5.1,0.6,0.06,0,0,0,0,0,0,82.9,6.24,1.74,0,willamette,0,0,0,1.74,98.26,0,0.126582199,2.584962501,0.048968679,0.03419448
23763749,23763751,0.16,0,1.68,2.07,0.83,0.38,0.04,0.47,19.77,0.96,5.08,3.23,53.97,9.78,1.47,0.13,willamette,21.2,3.23,5.08,1.76,68.71,0.04,1.3318942,2.584962501,0.51524701,0.47901574
23763751,23763753,0.16,0,1.69,2.26,0.84,0.39,0.03,0.43,18.12,0.88,4.66,2.97,54.62,11.23,1.59,0.13,willamette,19.43,2.97,4.66,1.88,71.03,0.03,1.277898101,2.584962501,0.494358468,0.45431424
23763753,23763089,0.14,0,1.73,2.4,0.79,0.35,0.03,0.38,15.88,0.79,4.11,2.6,56.13,12.77,1.79,0.13,willamette,17.05,2.6,4.11,2.06,74.17,0.03,1.199981058,2.584962501,0.464216041,0.4180212
23763755,23763089,0,0,1.65,0.4,0.04,0,0,0,0.18,1.03,2.87,0.15,57.04,28.11,8.27,0.26,willamette,1.21,0.15,2.87,8.53,87.24,0,0.7128946,2.584962501,0.275785277,0.2306698
23763757,23763009,1.09,0.06,1.58,1.26,0.66,0.27,1.77,0.28,68.22,1.93,11.11,2.06,5.67,2.97,0.82,0.24,willamette,70.43,2.06,11.11,2.21,12.41,1.77,1.421924301,2.584962501,0.550075407,0.47499143
23763759,23762929,0.41,0,6.94,0,0,0,0,0.53,60.31,18.09,11.42,1.37,0.33,0,0.44,0.16,willamette,78.93,1.37,11.42,1.01,7.27,0,1.053619488,2.584962501,0.407595657,0.35838888
23763761,23763759,0.68,0,7.81,0,0,0,0,0.44,64.6,18.21,6.65,1.15,0,0,0.45,0,willamette,83.25,1.15,6.65,1.13,7.81,0,0.914635523,2.584962501,0.35382932,0.29616195
23763763,23763761,0.85,0,8.11,0,0,0,0,0.47,63.52,18.73,7.01,0.84,0,0,0.47,0,willamette,82.72,0.84,7.01,1.32,8.11,0,0.929444344,2.584962501,0.359558154,0.30400414
23763765,23763763,0,0,8.5,0,0,0,0,0.57,62.35,20.87,6.33,0.68,0,0,0.68,0,willamette,83.79,0.68,6.33,0.68,8.5,0,0.865930195,2.584962501,0.334987527,0.28659922
23763767,23762971,0.06,0,5.25,0.79,0.02,0.01,2.45,0.57,44.41,8.68,7.59,8.54,13.09,6.5,1.66,0.37,willamette,53.66,8.54,7.59,2.09,25.66,2.45,1.818699279,2.584962501,0.703568922,0.63212585
23763769,23763767,0.07,0,5.52,0.58,0.01,0.01,2.66,0.5,48.47,9.48,8.28,9.3,7.96,5.1,1.7,0.36,willamette,58.45,9.3,8.28,2.13,19.18,2.66,1.78349644,2.584962501,0.689950604,0.60490642
23763771,23763769,0.03,0,6.51,0.55,0.01,0.01,2.49,0.66,49.41,9.57,7.1,7.55,9.49,4.83,1.35,0.43,willamette,59.64,7.55,7.1,1.81,21.4,2.49,1.710511229,2.584962501,0.661716071,0.58682217
23763773,23763771,0,0,6.57,0.22,0.01,0.02,3.62,0.27,59.52,10.15,7.24,6.51,2.47,2.44,0.82,0.12,willamette,69.94,6.51,7.24,0.94,11.73,3.62,1.49085243,2.584962501,0.576740448,0.48620178
23763775,23763773,0,0,7.49,0.21,0,0,4.37,0.21,62.17,10.52,6.54,5.84,1.65,0.23,0.61,0.16,willamette,72.9,5.84,6.54,0.77,9.58,4.37,1.404659037,2.584962501,0.543396292,0.44972466
23763777,23763775,0,0,7.4,0.17,0,0,10.26,0.01,61.95,11.04,3.34,4.9,0,0.01,0.54,0.38,willamette,73,4.9,3.34,0.92,7.58,10.26,1.389801964,2.584962501,0.537648791,0.4472264
23763779,23762801,0.13,0,4.02,1.17,0.08,0.04,0.99,2.11,19.25,9.17,4.59,3.42,34.47,19.25,1.06,0.25,willamette,30.53,3.42,4.59,1.44,59.03,0.99,1.496098548,2.584962501,0.578769923,0.554756
23763781,23763779,0.07,0,4.27,1.16,0.05,0.03,1.06,2.13,20.55,9.69,4.84,3.62,33.23,18.13,0.92,0.26,willamette,32.37,3.62,4.84,1.25,56.87,1.06,1.523140286,2.584962501,0.589231096,0.56787701
23763783,23763781,0.03,0,4.7,1.09,0.04,0.03,1.18,2.29,22.77,10.52,5.38,4.02,30.74,16,0.93,0.28,willamette,35.58,4.02,5.38,1.24,52.6,1.18,1.585323125,2.584962501,0.613286701,0.59192688
23763785,23763783,0.03,0,4.82,1.01,0.03,0.03,1.34,2.61,23.21,10.4,5.48,4.37,28.2,17.09,1.05,0.32,willamette,36.22,4.37,5.48,1.4,51.18,1.34,1.62181025,2.584962501,0.627401848,0.60158363
23763787,23763785,0,0,4.81,0.96,0.03,0.03,1.36,2.65,23.56,10.56,5.56,4.43,27.37,17.3,1.07,0.29,willamette,36.77,4.43,5.56,1.36,50.5,1.36,1.628153094,2.584962501,0.629855595,0.60434794
23763789,23763787,0,0,6.8,0.15,0,0,2.25,0.22,41.17,21.89,8.66,4.54,8.86,4.05,1.27,0.15,willamette,63.28,4.54,8.66,1.42,19.86,2.25,1.599406056,2.584962501,0.618734722,0.54985359
23763791,23763789,0,0,7.44,0.17,0,0,2.47,0.15,45.28,24,9.52,4.99,3.22,1.86,0.86,0.04,willamette,69.43,4.99,9.52,0.9,12.69,2.47,1.475252558,2.584962501,0.570705594,0.48959976
23763793,23763791,0,0,7.43,0.17,0,0,2.52,0.15,46.13,24.45,9.65,5.09,3.03,0.56,0.78,0.04,willamette,70.73,5.09,9.65,0.82,11.19,2.52,1.441796047,2.584962501,0.557762848,0.47459976
23763795,23763093,0,0,3.27,2.18,0.26,0.22,0.12,3.82,16.51,12.28,4.39,12.08,42.19,0.64,1.76,0.29,willamette,32.61,12.08,4.39,2.05,48.76,0.12,1.725356598,2.584962501,0.667459044,0.63896349
23763797,23763795,0,0,3.27,2.18,0.26,0.22,0.12,3.82,16.53,12.29,4.39,12.09,42.19,0.62,1.73,0.29,willamette,32.64,12.09,4.39,2.02,48.74,0.12,1.724425826,2.584962501,0.667098972,0.63895078
23763799,23763797,0,0,3.4,0.25,0.33,0.38,0.22,5.9,21.02,19.28,7.53,21.24,19.91,0,0.54,0,willamette,46.2,21.24,7.53,0.54,24.27,0.22,1.826264639,2.584962501,0.706495602,0.67683486
23763801,23763799,0,0,4.18,0,0,0,0.55,1.1,27.72,10.4,13.48,42.37,0.21,0,0,0,willamette,39.22,42.37,13.48,0,4.39,0.55,1.683473504,2.584962501,0.651256451,0.64652897
23763803,23763595,0,0,1.36,0.16,0.03,0.01,0.4,0.21,60.55,2.52,13.16,7.11,9.59,4.91,0,0,willamette,63.28,7.11,13.16,0,16.06,0.4,1.529558496,2.584962501,0.591713998,0.55138203
23763805,23763803,0,0,1.96,0.06,0,0,0.48,0.17,69.55,2.94,13.58,6.72,3.13,1.41,0,0,willamette,72.66,6.72,13.58,0,6.56,0.48,1.282519745,2.584962501,0.496146364,0.44476856
23763807,23763805,0,0,3.43,0.01,0,0,1.51,0.26,69.45,3.08,12.35,9.91,0,0,0,0,willamette,72.79,9.91,12.35,0,3.44,1.51,1.295239911,2.584962501,0.501067196,0.44367716
23763809,23762967,0,0,6.34,2.63,0.12,0.02,0,3.96,12.59,4.86,2.95,5.87,38.81,17.9,3.44,0.51,willamette,21.41,5.87,2.95,3.95,65.82,0,1.447455175,2.584962501,0.559952098,0.51505776
23763811,23763539,0.04,0,2.25,2.08,0.57,0.06,0.01,0.65,19.35,1.04,5.92,4.32,47.98,15.14,0.57,0.01,willamette,21.04,4.32,5.92,0.62,68.08,0.01,1.334820645,2.584962501,0.516379114,0.48683387
23763813,23763811,0.05,0,2.23,1.62,0.31,0.05,0.01,0.79,23.35,1.24,7.13,5.21,44.33,13.53,0.16,0,willamette,25.38,5.21,7.13,0.21,62.07,0.01,1.442876596,2.584962501,0.558180862,0.54251455
23763815,23763813,0.01,0,1.94,0.7,0.07,0.02,0,1.21,34.1,1.8,10.6,6.69,37.52,5.22,0.12,0.01,willamette,37.11,6.69,10.6,0.14,45.47,0,1.665215004,2.584962501,0.644193099,0.63981913
23763817,23763815,0.01,0,2.08,0.68,0.05,0.01,0,0.96,28.63,1.68,4.98,6.75,49.56,4.57,0.04,0.01,willamette,31.27,6.75,4.98,0.06,56.95,0,1.471454869,2.584962501,0.569236447,0.57085181
23763819,23763817,0.02,0,1.99,0.56,0.05,0,0,0.83,33.08,1.65,4.63,8.43,45.16,3.57,0.02,0,willamette,35.56,8.43,4.63,0.04,51.33,0,1.534872691,2.584962501,0.593769809,0.60082141
23763821,23763819,0,0,1.53,0.31,0.04,0,0,1.06,54.14,2.83,8,10.6,18.35,3.15,0,0,willamette,58.03,10.6,8,0,23.38,0,1.580516251,2.584962501,0.611427149,0.59095347
23763823,23762669,0,0,3.75,0.93,0.04,0,0,4.16,10.02,19.32,7.09,8.9,32.86,10.5,2.09,0.36,willamette,33.5,8.9,7.09,2.45,48.08,0,1.74886876,2.584962501,0.676554789,0.6430583
23763825,23763823,0,0,4.31,1.07,0.03,0,0,4.12,10.81,20.73,8.54,6.11,33.57,8.37,1.99,0.36,willamette,35.66,6.11,8.54,2.35,47.35,0,1.717855809,2.584962501,0.664557342,0.63705557
23763827,23763825,0,0,5.23,1.3,0.04,0,0,4.46,12.96,24.22,7.93,2.82,35.03,3.38,2.38,0.26,willamette,41.64,2.82,7.93,2.64,44.98,0,1.618319027,2.584962501,0.626051259,0.61651031
23763829,23763827,0,0,6.31,1.7,0.06,0,0,4.41,14.76,27.54,5.07,2.59,35.78,1.12,0.66,0,willamette,46.71,2.59,5.07,0.66,44.97,0,1.433883258,2.584962501,0.554701764,0.57630264
23763831,23763829,0,0,3.12,1.17,0,0,0,3.9,14.55,35.61,1.76,0.35,36.08,2.34,1.13,0,willamette,54.06,0.35,1.76,1.13,42.71,0,1.208152186,2.584962501,0.467377065,0.52488753
23763833,23763737,0,0,1.93,5.13,0.56,0.37,0,0,0,0,0.32,0.5,79.32,10.4,0.78,0.7,willamette,0,0.5,0.32,1.48,97.71,0,0.187480236,2.584962501,0.072527256,0.04502131
23763835,23763245,0,0,2.25,0.04,0,0,0.24,0.61,45.48,16.44,19.74,4.91,9.04,0.24,1.01,0,willamette,62.53,4.91,19.74,1.01,11.57,0.24,1.546983561,2.584962501,0.598454933,0.55412808
23763837,23762681,0,0,4.77,1.72,0.12,0.03,0,3.51,11.47,21.74,6.31,6.59,39.61,2.91,0.72,0.51,willamette,36.72,6.59,6.31,1.23,49.16,0,1.622475183,2.584962501,0.627659079,0.61501789
23763839,23763837,0,0,4.64,1.7,0.12,0.03,0,3.5,11.54,21.74,6.38,6.66,39.63,2.96,0.61,0.52,willamette,36.78,6.66,6.38,1.13,49.08,0,1.621317538,2.584962501,0.627211241,0.61520483
23763841,23763839,0,0,4.8,1.63,0.13,0.03,0,3.77,11.49,22.71,7.13,7.43,37.42,2.46,0.53,0.46,willamette,37.97,7.43,7.13,0.99,46.47,0,1.660503238,2.584962501,0.642370339,0.62917963
23763843,23763841,0,0,4.46,1.36,0.11,0.04,0,5.1,10.14,23.81,5.44,6.25,39.32,2.94,0.51,0.53,willamette,39.05,6.25,5.44,1.04,48.23,0,1.584119832,2.584962501,0.612821204,0.60792269
23763845,23763843,0,0,4.57,1.43,0.14,0.05,0,5.52,10.91,21.88,5.81,4.3,40.79,3.52,0.46,0.64,willamette,38.31,4.3,5.81,1.1,50.5,0,1.533310407,2.584962501,0.593165435,0.59286378
23763847,23763845,0,0,5.78,1.51,0.2,0.03,0,7.75,7.73,20.22,3.61,5.96,44.69,2.12,0.3,0.1,willamette,35.7,5.96,3.61,0.4,54.33,0,1.456039114,2.584962501,0.563272819,0.57250474
23763849,23763165,0,0,5.24,0.17,0.01,0,5.43,1.11,62.55,11.84,9.25,4.26,0.05,0,0.09,0,willamette,75.5,4.26,9.25,0.09,5.47,5.43,1.284399369,2.584962501,0.496873502,0.4136626
23763851,23763849,0,0,4.42,0.05,0,0,6,0.66,65.56,10.79,8.54,3.99,0,0,0,0,willamette,77.01,3.99,8.54,0,4.47,6,1.222780274,2.584962501,0.473035982,0.39246273
23763853,23762729,0,0,4.38,0.83,0.09,0,3.09,1.7,33.13,17.56,5.11,6.01,14.94,9.85,2.95,0.35,willamette,52.39,6.01,5.11,3.3,30.09,3.09,1.790445023,2.584962501,0.692638683,0.62672095
23763855,23763853,0,0,4.89,0.57,0.09,0,4.49,0.91,45.13,19.98,6.58,8.46,6.55,0.98,1.06,0.32,willamette,66.02,8.46,6.58,1.38,13.08,4.49,1.625357774,2.584962501,0.628774218,0.53333407
23763857,23763855,0,0,5.15,0.6,0.05,0,4.99,1.01,46.36,20.32,7.14,8.71,3.41,1.09,0.86,0.32,willamette,67.69,8.71,7.14,1.18,10.3,4.99,1.588806014,2.584962501,0.614634067,0.51588377
23763859,23763857,0,0,2.75,0.05,0,0,5.22,2.17,42.52,21.67,13.01,10.8,0,0.51,1.26,0.05,willamette,66.36,10.8,13.01,1.31,3.31,5.22,1.589198167,2.584962501,0.614785772,0.52705297
23763861,23763531,0,0,3.68,4.03,1.43,0.3,0,0,0,0,0.03,0.37,63.46,23.67,2.95,0.07,willamette,0,0.37,0.03,3.02,96.57,0,0.23439456,2.584962501,0.090676194,0.06649769
23763863,23763861,0,0,3.06,2.55,0.66,0.11,0,0,0,0,0.02,0.39,66.09,24.35,2.74,0.02,willamette,0,0.39,0.02,2.76,96.82,0,0.221630429,2.584962501,0.085738354,0.06181175
23763865,23763863,0,0,3.1,2.58,0.67,0.11,0,0,0,0,0.02,0.34,65.96,24.59,2.62,0,willamette,0,0.34,0.02,2.62,97.01,0,0.210362711,2.584962501,0.081379405,0.05820795
23763867,23763865,0,0,2.26,1.49,0.62,0.17,0,0,0,0,0,0.04,67.67,26.11,1.63,0,willamette,0,0.04,0,1.63,98.32,0,0.125221321,2.584962501,0.04844222,0.03305191
23763869,23763697,0,0,3.41,2.94,1.13,0.37,0,0.04,0.31,0.02,0.12,0,84.15,5.5,2,0,willamette,0.37,0,0.12,2,97.5,0,0.189897439,2.584962501,0.073462357,0.04895987
23763871,23763869,0,0,4.3,3.64,1.6,0.53,0,0,0,0,0.09,0,81.38,7.35,1.12,0,willamette,0,0,0.09,1.12,98.8,0,0.099028434,2.584962501,0.038309428,0.02372975
23763873,23763871,0,0,6.83,6.87,3.62,1.2,0,0,0,0,0,0,78.6,2.66,0.23,0,willamette,0,0,0,0.23,99.78,0,0.023469911,2.584962501,0.009079401,0.00438987
23763875,23762753,0.19,0,4.73,0.56,0.04,0,0,1.41,15.81,19.16,35.99,10.57,7.55,3.33,0.38,0.3,willamette,36.38,10.57,35.99,0.87,16.21,0,1.888971475,2.584962501,0.730753918,0.70059696
23763877,23763875,0,0,4.61,0.42,0.02,0,0,1.31,17.2,18.18,41.14,12.49,3.81,0.47,0.26,0.09,willamette,36.69,12.49,41.14,0.35,9.33,0,1.780567652,2.584962501,0.688817595,0.67181728
23763879,23763877,0,0,3.74,0.97,0.03,0,0,1.09,22.97,16.46,34.81,18.07,1.12,0,0.45,0.28,willamette,40.52,18.07,34.81,0.73,5.86,0,1.795775893,2.584962501,0.694700945,0.67849961
23763881,23763879,0,0,5.05,1.68,0.05,0,0,0,30.54,14.45,21.76,23.37,1.98,0,0.66,0.46,willamette,44.99,23.37,21.76,1.12,8.76,0,1.86764909,2.584962501,0.722505293,0.68782534
23763883,23763881,0,0,1.23,1.12,0,0,0,0,30.83,17.49,19.88,28.02,0,0,1.01,0.43,willamette,48.32,28.02,19.88,1.44,2.35,0,1.699883319,2.584962501,0.657604634,0.64772467
23763885,23763883,0,0,1.09,1.2,0,0,0,0,30.95,17.42,21.36,27.3,0,0,0.69,0,willamette,48.37,27.3,21.36,0.69,2.29,0,1.668140215,2.584962501,0.645324725,0.64530833
23763887,23762739,0,0,5.92,0.51,0.01,0,3.71,1.38,27.96,15.64,21.47,14.03,2.16,1.44,4.08,1.68,willamette,44.98,14.03,21.47,5.76,10.04,3.71,2.139049668,2.584962501,0.827497369,0.71712545
23763889,23763887,0,0,6.1,0.28,0,0,6.47,1.08,27.75,13.22,21.81,15.82,0.19,0,4.78,2.51,willamette,42.05,15.82,21.81,7.29,6.57,6.47,2.214515232,2.584962501,0.856691434,0.73676791
23763891,23763889,0,0,6.23,0.29,0,0,6.67,1.1,27.88,13.18,20.82,16.22,0.2,0,4.82,2.59,willamette,42.16,16.22,20.82,7.41,6.72,6.67,2.222841722,2.584962501,0.85991256,0.73814182
23763893,23763891,0,0,6.33,0.29,0,0,6.9,1.11,28.63,13.39,20.74,15.72,0.16,0,4.79,1.94,willamette,43.13,15.72,20.74,6.73,6.78,6.9,2.204988806,2.584962501,0.853006109,0.73236658
23763895,23763893,0,0,6.33,0.14,0,0,8.5,0.86,40.21,16.45,9.32,16.12,0.29,0,1.23,0.55,willamette,57.52,16.12,9.32,1.78,6.76,8.5,1.870952734,2.584962501,0.723783317,0.62236168
23763897,23762925,0,0,11.07,0.18,0,0,1.23,0.41,54.32,19.47,8.83,3.41,0.48,0.15,0.33,0.12,willamette,74.2,3.41,8.83,0.45,11.88,1.23,1.273067704,2.584962501,0.492489815,0.42619132
23763899,23762843,0.06,0,6.04,21.63,27.08,5.25,0,0,0,0,0,0.1,35,4.73,0.12,0,willamette,0,0.1,0,0.18,99.73,0,0.030409051,2.584962501,0.011763827,0.00538847
23763901,23763899,0.06,0,6.04,21.64,27.09,5.26,0,0,0,0,0,0.1,35.01,4.73,0.08,0,willamette,0,0.1,0,0.14,99.77,0,0.026694272,2.584962501,0.010326754,0.00459175
23763903,23763901,0,0,2.29,4.16,0.55,0,0,0,0,0,0,0.02,80.39,12.6,0,0,willamette,0,0.02,0,0,99.99,0,0.002745807,2.584962501,0.001062223,0.00019995
23763905,23763903,0,0,2.22,3.86,0.51,0,0,0,0,0,0,0.02,80.74,12.65,0,0,willamette,0,0.02,0,0,99.98,0,0.002746053,2.584962501,0.001062318,0.00039992
23763907,23762755,0,0,5.17,0.15,0,0,0.55,1.52,17.91,17.65,33.78,11.07,7.82,3.72,0.62,0.05,willamette,37.08,11.07,33.78,0.67,16.86,0.55,1.933777249,2.584962501,0.748087157,0.70764293
23763909,23763907,0,0,4.23,0.05,0,0,0,2.02,11.92,16.47,45.42,10.18,4.77,4.57,0.31,0.04,willamette,30.41,10.18,45.42,0.35,13.62,0,1.795324131,2.584962501,0.69452618,0.67229962
23763911,23763909,0,0,4.38,0,0,0,0,2.94,4.18,14.18,56.01,18.3,0,0,0,0,willamette,21.3,18.3,56.01,0,4.38,0,1.589645266,2.584962501,0.614958734,0.60551155
