comid,logQ_m3_div_s,logRT_vertical_hz_s_fill,junk,doc,logq_hz_vertical_m_div_s_fill,logw_m,LengthKM,no3,do
23099916,0.32810677,4.214345615,2.193276575,0.781818182,-4.00032847,1.068740323,2.771,0.183493648,10.65939966
23099918,0.32070108,4.052850626,2.173612193,0.781818182,-3.847594871,1.058720563,1.957,0.180266896,10.69697039
23099920,0.303187002,6.706160383,2.13605181,0.837108305,-6.853561865,1.039582101,0.074,0.178084985,10.67543199
23099922,0.301310705,3.523717394,2.13198096,0.864144088,-3.335016958,1.037507846,0.601,0.177616083,10.6838696
23099924,0.300738848,3.693943573,2.130574012,0.848248458,-3.508371724,1.036790952,0.896,0.177470672,10.68828626
23099926,0.297322813,3.850046069,2.123234701,0.826925986,-3.668020037,1.03305129,1.294,0.176783109,10.7005641
23099928,-0.477584722,3.911735941,1.380997688,0.781818182,-4.113559912,0.654852936,1.336,0.204229665,10.64694633
23099930,-0.50573411,3.67843715,1.33598916,0.781818182,-3.905179659,0.631919357,0.813,0.203538618,10.71060695
23099932,-0.597687644,3.888413053,1.22867748,0.781818182,-4.164522268,0.577239921,1.34,0.206867044,10.81779385
23099934,-0.809174554,4.566151136,0.981795963,0.781818182,-4.982000673,0.451444277,7.035,0.211615923,10.72071761
23099936,0.205390437,3.730130613,2.024620286,0.922824396,-3.587392046,0.982803446,0.966,0.17032166,10.66954453
23099938,0.197150923,3.782663466,2.010296988,0.948452172,-3.646212367,0.975505174,1.102,0.170011066,10.66504397
23099940,-0.048708044,4.361349696,1.752167574,0.833642765,-4.360439493,0.843978293,4.265,0.174477732,10.59844762
23099942,-0.115739679,3.084227353,1.663656646,0.822710659,-3.120233108,0.798878565,0.231,0.171033152,10.61922083
23099944,-0.11781553,4.399492858,1.660977356,0.806013033,-4.439060968,0.797513364,4.804,0.171287265,10.62321975
23099946,-0.252036321,3.096420515,1.517331841,0.868041508,-3.217948328,0.72432044,0.247,0.175948608,10.7050607
23099948,-0.300816886,3.90385424,1.46620604,0.949877839,-4.046012285,0.698269874,1.569,0.170862475,10.69872504
23099950,-0.370996131,2.605661238,1.390675512,1.38232868,-2.799454126,0.65978416,0.082,0.181652811,10.77705306
23099952,-0.431546631,3.510340661,1.32772461,0.950275981,-3.733321079,0.62770825,0.655,0.169174413,10.80585038
23099954,-0.644702295,3.910407288,1.12259265,0.908715601,-4.242200163,0.523185614,1.61,0.180594605,10.74130461
23099956,-0.870804591,3.686242652,0.886817733,1.138452097,-4.143670983,0.40304921,0.98,0.158813697,10.84709702
23099958,-1.272413423,2.244129796,0.492690561,1.600727112,-2.951577296,0.202226231,0.038,0.156061577,10.82518419
23099960,-1.419232827,3.278835625,0.290902333,1.257760008,-4.080436656,0.099407355,0.452,0.148457393,10.87810849
23099962,-1.440405982,3.79791993,0.267476801,1.291311224,-4.608533178,0.087471144,1.489,0.148950802,10.91466943
23099964,-0.193040326,3.927911371,1.648487841,1.170614099,-3.977663557,0.791149474,1.415,0.162602713,10.55123446
23099966,-0.246144089,4.221078809,1.571368715,1.188173035,-4.311511903,0.751854309,2.932,0.163148993,10.6630909
23099968,-0.357259319,3.937916856,1.423711057,1.089444778,-4.110156859,0.676617043,1.671,0.167902845,10.61179947
23099970,-0.411646845,3.999122494,1.358014841,1.084787436,-4.206974338,0.64314229,1.976,0.166168446,10.65429527
23099972,-0.503023566,3.498265917,1.25741696,1.067920693,-3.754003311,0.591883794,0.628,0.167386899,10.71081697
23099974,-0.564283729,3.853104377,1.196187243,1.037041185,-4.142498769,0.560684894,1.424,0.171307145,10.71099277
23099976,-0.739879244,3.236800773,1.019859565,0.916641267,-3.620275984,0.470839149,0.248,0.182943774,10.73334189
23099978,-0.830617529,3.873944147,0.929122482,0.960612263,-4.313664828,0.42460511,1.52,0.172896571,10.80678951
23099980,-1.115306452,4.208932799,0.646031034,0.849824418,-4.807650247,0.28035911,3.327,0.180432998,10.90266247
23099982,-0.072298449,3.80279481,1.937819186,1.425931284,-3.709195252,0.938574942,0.74,0.222671799,10.50064686
23099984,-0.081057848,4.241288368,1.914308772,1.418504373,-4.161309151,0.92659548,2.106,0.21839658,10.54608366
23099986,-0.089967303,3.68706706,1.886487905,1.001172304,-3.619935976,0.912419676,0.611,0.212983343,10.57136634
23099988,-0.094483878,3.1546066,1.875069949,0.781818182,-3.094076871,0.906601788,0.11,0.210586652,10.56291053
23099990,-0.100192591,3.583080304,1.861702242,0.781818182,-3.529887523,0.899790426,0.498,0.207686089,10.55871231
23099992,-0.109855986,3.663821909,1.840772714,0.781818182,-3.621518047,0.889126025,0.615,0.204094485,10.52846146
23099994,-0.115514989,4.13204934,1.826754234,0.781818182,-4.096873021,0.881983069,1.841,0.201440487,10.53375682
23099996,-0.159711775,4.357527722,1.739116452,0.781818182,-4.367988418,0.837328243,3.408,0.185200835,10.50619633
23099998,-0.208285088,3.440476054,1.658144051,0.957402419,-3.48310519,0.796069685,0.433,0.169933496,10.52933184
23100000,-0.217419591,3.994629036,1.644553795,0.923797991,-4.047023337,0.789144927,1.576,0.166702032,10.5250638
23100002,-0.237410483,3.417580147,1.615951103,1.031531848,-3.483596853,0.774570753,0.424,0.162958442,10.55073185
23100004,-0.253312558,4.228964854,1.593081058,1.024205753,-4.308404766,0.762917584,2.798,0.161410361,10.58242111
23100006,-0.308555519,3.431721835,1.512567003,1.165722009,-3.554428263,0.721892571,0.473,0.16031908,10.62028967
23100008,-0.333482161,2.977556978,1.479326207,1.062236715,-3.122118013,0.704955105,0.171,0.160996097,10.60010565
23100010,-0.35491404,3.461876902,1.449606432,1.115649342,-3.616969481,0.689811734,0.525,0.159573951,10.59077861
23100012,-0.569363785,3.622279485,1.226501952,0.994904664,-3.897949282,0.576131407,0.776,0.164467663,10.48660434
23100014,-0.619149741,4.235170658,1.166589947,1.007110648,-4.545776778,0.545603932,3.278,0.162314053,10.48235601
23100016,-0.866171346,3.673110244,0.884325143,1.125486248,-4.133878219,0.401779139,0.971,0.165709747,10.59830149
23100018,-1.127999364,4.03739869,0.627078964,1.017877185,-4.646698426,0.2707023,2.276,0.197661685,10.56127236
23100020,0.776389087,6.022714458,3.081173231,2.225528479,-5.843027058,1.070085075,6.928,0.481378819,10.24652637
23100022,0.776292351,6.138431072,3.079534726,2.111044692,-6.247127533,1.069319286,1.658,0.479738782,10.24601096
23100024,0.776259415,5.868744755,3.078978166,2.665032648,-5.689476616,1.069059166,0.434,0.479640465,10.25069661
23100026,0.776255298,5.779153347,3.078887238,2.084949748,-5.78345108,1.069016669,0.477,0.47958647,10.25066813
23100028,0.776242946,6.161200523,3.07865641,2.081368779,-7.015137196,1.068908787,0.441,0.479524995,10.24573429
23100030,0.77623677,6.833847379,3.078532795,2.073154882,-6.689731633,1.068851012,2.078,0.479481501,10.24569554
23100034,0.776053507,5.699075222,3.075544589,2.15200561,-7.15879488,1.067454413,0.267,0.478491838,10.2447552
23100038,0.77525366,5.767507634,3.068051544,2.683478617,-5.641988968,1.063952383,1.266,0.474999558,10.24082502
23100052,0.770214696,6.505220894,3.015024557,2.64146344,-6.356349962,1.039169121,0.437,0.431038222,10.30772268
23100054,0.770206346,6.615120965,3.014879544,2.227376928,-6.528708289,1.039101347,3.897,0.431015294,10.30767781
23100056,0.749564665,6.542046547,2.978549579,2.258315908,-6.986646175,1.022121784,1.021,0.420335609,10.28652859
23100058,0.747425036,6.070642906,2.938540239,1.995145666,-5.947613905,1.00342259,1.686,0.3483649,10.33713594
23100060,0.269339152,5.941858035,2.699632753,2.448980138,-5.915924432,0.891764225,1.357,0.516989338,10.07368105
23100062,0.25197788,6.032102541,2.582473021,1.85149394,-6.068694719,0.837007196,1.436,0.340312313,10.15835437
23100064,0.25149572,6.647413264,2.574546209,1.760996549,-6.722161667,0.833302436,3.595,0.336645125,10.17044229
23100066,0.250474532,5.806011154,2.557203812,1.707217505,-5.854120204,0.825197107,1.49,0.321437659,10.24213189
23100068,0.25035017,5.015821506,2.555044484,1.752344762,-4.973879573,0.8241879,1.12,0.319776382,10.24631334
23100070,0.235855598,4.811447708,2.517393596,1.671265319,-4.792559533,0.806590977,2.451,0.312543131,10.24419236
23100072,0.233663851,4.891893806,2.482651379,1.741306587,-4.960324193,0.790353482,1.32,0.298907993,10.31589836
23100074,0.232571015,4.829774336,2.460954493,1.652810833,-4.828709522,0.780212993,0.716,0.286472419,10.34796447
23100076,0.14636924,4.696066766,2.375497545,1.581552366,-4.727951746,0.740272917,0.781,0.283895589,10.35447843
23100078,0.14588611,4.617723233,2.365321536,1.484986541,-4.654394969,0.735516948,1.96,0.28270883,10.38530309
23100080,0.145604768,4.639170365,2.359271102,1.477672612,-4.677811727,0.732689153,1.427,0.278911184,10.39798189
23100082,0.14046471,4.771207107,2.327160033,1.463720485,-4.82331561,0.717681379,0.536,0.271480372,10.37815993
23100084,0.140064049,4.438632998,2.318175861,1.398824298,-4.494388829,0.71348244,1.691,0.270362938,10.38505515
23100086,0.139992781,3.979869841,2.316376127,1.412837581,-4.035970546,0.712641297,0.936,0.270146582,10.38935025
23100088,0.007574623,4.004832377,2.159165195,1.523511833,-4.136641446,0.639165509,0.757,0.257779054,10.38851747
23100090,0.006836798,4.317390659,2.144633044,2.05575354,-4.454042548,0.632373607,0.163,0.255523906,10.42769261
23100092,0.006497704,4.17487381,2.136854005,1.444548792,-4.315438279,0.628737912,0.253,0.254485404,10.44468638
23100094,0.000667669,3.692335417,2.106650116,1.466081877,-3.845942913,0.614621499,0.838,0.25076902,10.44491551
23100096,-0.007412923,4.20121476,2.05350177,1.48085139,-4.379291646,0.589781518,3.554,0.24516006,10.50047412
23100098,-0.00790107,3.602889671,2.044458225,1.331939526,-3.782008473,0.585554829,0.906,0.244376957,10.51707456
23100100,-0.008452459,3.353176275,2.037680625,0.938355562,-3.535787978,0.582387178,0.517,0.24391319,10.5246589
23100102,-0.251641009,3.787674146,1.809585974,0.781818182,-4.072945944,0.475782415,1.297,0.228618376,10.46453373
23100104,-0.252212131,4.029743475,1.802653337,0.781818182,-4.013131629,0.869702734,1.137,0.22825765,10.46721724
23100106,-0.2553668,4.151808645,1.784786271,0.781818182,-4.143434848,0.860598776,1.553,0.226122309,10.47131626
23100108,-0.258990851,3.986352308,1.768703204,0.781818182,-3.986274746,0.852403833,1.091,0.223109802,10.48085154
23100110,-0.354023921,4.468288735,1.620517067,0.781818182,-4.539976845,0.776897288,3.673,0.210015464,10.32731121
23100112,-0.377693397,4.127841169,1.56432749,0.781818182,-4.23007967,0.748266533,1.809,0.196987249,10.45967742
23100114,-0.454008388,4.063185389,1.466446462,0.923551322,-4.217209781,0.698392378,1.635,0.1905839,10.36569737
23100116,-0.496802589,3.482174414,1.412714162,1.038143902,-3.666076868,0.671013701,0.441,0.188204273,10.37799628
23100118,-0.518571334,3.633267599,1.387179748,1.093165725,-3.831628256,0.658002934,0.631,0.187080577,10.42828043
23100120,-0.554783507,3.840943989,1.34537177,1.111279134,-4.062157099,0.636700158,1.032,0.187857436,10.41998248
23100122,-0.595356378,3.382966771,1.29782833,1.149180904,-3.631730364,0.612474944,0.367,0.187245604,10.45361647
23100124,-0.637117347,3.359718987,1.250776075,1.187887731,-3.626142539,0.588500007,0.346,0.186852001,10.41936017
23100126,-0.682554994,3.986394945,1.200396275,1.214881333,-4.280932922,0.562829558,1.485,0.186808659,10.36463365
23100128,-0.802489943,4.51993033,1.071546956,1.234134323,-4.891119699,0.497175866,5.267,0.181734508,10.3721044
23100130,-0.394201206,4.733427654,1.646825072,0.781818182,-4.792893122,0.790302229,5.829,0.263385877,10.37002207
23100132,-0.415951719,4.906737444,1.547495338,0.828969128,-5.019019949,0.739689903,10.373,0.252962482,10.45419627
23100134,-0.742250407,4.587429457,1.151274828,1.178063796,-4.913044987,0.537800289,5.846,0.237181621,10.69396345
23100136,-0.466499784,4.181163241,1.768956122,1.112500528,-4.503783235,0.456793212,0.456,0.30134824,10.26028108
23100138,-0.473029015,4.230370207,1.697046168,1.029339213,-4.58280907,0.423184604,2.376,0.293494159,10.31058699
23100140,-0.473284923,4.010747835,1.690774459,0.781818182,-4.364721385,0.420253391,1.153,0.298422136,10.3572339
23100142,-0.735643503,3.09649941,1.379956019,0.781818182,-3.599438966,0.274985951,0.226,0.284222133,10.16163317
23100144,-0.736916603,4.821065678,1.358494498,0.781818182,-5.04590189,0.643386694,6.445,0.281260762,10.12083691
23100146,-0.778061076,4.997941266,1.20614828,0.781818182,-5.297312924,0.565760426,12.301,0.261107083,10.36939243
23100148,-0.541574653,5.06480664,1.708598491,1.602843428,-5.503015031,0.428583822,3.762,0.299722052,10.08279006
23100150,-0.544710057,4.788560729,1.638279547,1.008798749,-5.173549404,0.395718806,0.955,0.277587088,10.34683978
23100152,-0.545702632,3.900195959,1.614253731,0.781818182,-4.291483073,0.384489843,0.638,0.285322376,10.43586867
23100154,-0.545875486,4.344956808,1.610704868,0.781818182,-4.732462492,0.382831208,3.717,0.284787891,10.43959601
23100156,-0.714170737,3.673849092,1.379646292,0.781818182,-4.162234256,0.274841193,0.868,0.279262792,10.41555298
23100158,-0.825074501,4.764845393,1.233270315,0.781818182,-5.051616836,0.579580148,6.091,0.283610862,10.38408477
23100160,-1.044845675,4.55101714,0.901774255,0.781818182,-5.026425549,0.410670134,4.932,0.256039686,10.37289628
23100162,0.561029121,4.655671636,2.563140636,1.979457588,-4.59909953,0.827971805,7.162,0.238752636,10.51304397
23100164,0.560325701,6.108265085,2.538621232,2.30512422,-6.331427731,0.816512153,0.042,0.233770816,10.6165021
23100166,0.560305393,3.179067612,2.537781329,1.77182837,-3.136723665,0.816119607,0.391,0.233645043,10.61623706
23100168,0.559631309,4.083970384,2.519699523,1.653382415,-4.045985796,0.8076687,1.391,0.230375425,10.62513165
23100170,0.559607579,4.161068037,2.518870704,1.562884556,-4.122770189,0.807281335,4.426,0.230072085,10.62487133
23100172,0.559349849,3.484833399,2.509053788,1.302990605,-3.450200382,0.802693195,0.95,0.229227804,10.64608894
23100174,0.559309141,3.637563944,2.507406779,1.319973185,-3.601445735,0.801923431,1.348,0.229154742,10.66924349
23100176,0.559227713,3.661387971,2.504694681,1.082696832,-3.627737528,0.800655876,1.436,0.228883503,10.67324817
23100178,0.558908641,4.30542326,2.499002392,1.049221669,-5.675750732,0.797995467,0.37,0.228417495,10.67145882
23100180,0.558895059,3.343722367,2.498561131,1.049799683,-3.310688587,0.797789235,0.696,0.228376739,10.6713202
23100182,0.558331,3.901219646,2.494078586,0.781818182,-3.866762987,0.795694224,2.513,0.228040231,10.66505217
23100184,0.556784581,3.788131982,2.485279243,0.781818182,-3.755638578,0.791581669,1.957,0.227122026,10.68172679
23100186,0.553159301,3.716798641,2.470116353,0.781818182,-3.690598797,0.784494978,1.698,0.225246303,10.66723512
23100188,0.516817253,3.664789596,2.413324245,0.781818182,-3.662749828,0.757952009,1.556,0.215853236,10.6772694
23100190,0.514623112,4.015090659,2.406913513,0.781818182,-4.013789604,0.754955821,3.498,0.215140057,10.68497766
23100192,0.495854985,3.948045398,2.375192858,0.781818182,-3.951190291,0.740130515,3,0.2126075,10.67013767
23100194,0.488214498,2.507499118,2.361407284,0.781818182,-2.52269719,0.733687542,0.094,0.211954175,10.69919654
23100196,0.477358947,3.448731377,2.348096624,0.781818182,-3.463660988,0.727466529,0.963,0.212548902,10.68528636
23100198,0.462620432,3.887901415,2.327805466,0.781818182,-3.615079671,1.137287976,1.348,0.212361238,10.68376787
23100200,-0.064011398,3.999524075,1.832701109,0.781818182,-3.960602213,0.885013232,1.505,0.201780168,10.4352539
23100202,-0.177738191,4.193291373,1.718851973,0.781818182,-4.215212011,0.82700271,2.35,0.205227495,10.27981555
23100204,-0.248556782,3.953001353,1.647600063,0.781818182,-4.004883953,0.790697117,1.327,0.205331121,10.28656946
23100206,-0.452158318,4.263138952,1.446541827,0.781818182,-4.4267269,0.6882502,2.717,0.21355677,10.16500614
23100208,-0.606393992,4.242114539,1.289921012,0.781818182,-4.485896598,0.608445861,2.579,0.22101915,10.29556705
23100210,-1.100177103,4.203177982,0.81410103,0.781818182,-4.712365964,0.365997248,2.313,0.272442332,10.13627865
23100212,-1.323681098,4.42424992,0.54962849,0.781818182,-5.085879627,0.2312383,4.33,0.277427494,10.50531903
23100214,0.296994002,4.198467557,2.156406483,0.807224514,-4.001345323,1.049953591,2.689,0.216568958,10.7196796
23100216,0.222977862,4.10132944,2.080230969,0.81915797,-3.940145328,1.011139232,2.136,0.208670932,10.62830248
23100218,0.072326725,4.369594622,1.932719761,0.917127472,-4.275725149,0.935976588,3.826,0.203891119,10.58254164
23100220,0.030317256,3.840965033,1.8899714,0.949301421,-3.767145029,0.914194652,1.127,0.201058896,10.60798172
23100222,0.013635174,3.797963575,1.872849425,1.031242534,-3.73343621,0.905470345,1.022,0.20087425,10.64634577
23100224,0.001501837,3.754557995,1.860819956,1.022965469,-3.697635483,0.899340867,0.927,0.201701319,10.69539656
23100226,-0.015226206,4.31692494,1.84380191,1.068374558,-4.268202163,0.890669518,3.379,0.200623379,10.6900421
23100228,-0.139528576,3.881495444,1.712116606,1.082050833,-3.904566907,0.823570782,1.264,0.210360881,10.80651349
23100230,-0.200078912,3.843024318,1.648329756,1.08250469,-3.891918829,0.791068924,1.143,0.209842492,10.81561715
23100232,-0.220677935,3.855984101,1.626709823,1.071675028,-3.917825409,0.780052735,1.184,0.211674124,10.87201247
23100234,-0.372907412,4.072763555,1.474870128,1.120762104,-4.218299173,0.702684561,1.958,0.202840385,10.84556248
23100236,-0.824417351,4.403367639,1.055439495,1.074557136,-4.777542649,0.488968494,3.922,0.21513358,10.60248027
23100238,-1.064225213,4.407270162,0.824938967,1.121315988,-4.903499972,0.371519595,3.857,0.25129154,11.09848178
23100240,0.804171427,7.098700047,3.161449372,1.351010604,-7.638391495,1.107603794,0.065,0.304493757,10.53849292
23100242,0.804171427,6.936513742,3.161448294,0.824753953,-6.755970411,1.10760329,6.479,0.30449354,10.53849292
23100244,0.804119302,6.129809636,3.160646024,0.796760022,-5.93734282,1.107228332,3.901,0.303539397,10.53824026
